,Spleen_NK_1,Spleen_NK_2,Spleen_NK_3,Spleen_NK_4,Spleen_NK_5,Spleen_ILC1_1,Spleen_ILC1_2,Spleen_ILC1_3
Snord50a,0,0,0,0,0,0,0,0
Snord50b,0,0,0,0,0,0,0,0
Snord52,0,0,0,0,0,0,0,0
Snord53,1,2,0,0,0,0,0,0
Snord55,0,2,1,0,0,0,0,0
Snord57,0,0,0,0,0,0,0,0
Snord58b,0,1,1,0,0,0,0,0
Snord59a,0,0,0,1,0,0,0,1
Snord60,0,0,0,0,0,0,0,0
Snord61,0,0,0,0,0,0,0,0
Snord64,0,0,0,0,0,0,0,0
Snord65,0,2,2,0,0,1,1,2
Snord66,0,0,0,0,0,0,0,0
Snord67,0,0,0,0,0,0,0,0
Snord68,0,0,0,0,0,0,0,0
Snord69,0,1,1,0,0,0,0,0
Snord7,0,0,1,0,0,0,0,1
Snord70,0,0,0,0,0,0,0,0
Snord71,0,0,0,0,0,0,0,0
Snord72,1,2,1,2,0,0,1,1
Snord73a,0,0,0,0,0,0,0,0
Snord78,0,0,0,0,0,0,0,0
Snord8,2,0,0,0,1,0,0,0
Snord80,0,0,0,0,0,0,0,0
Snord82,0,0,0,0,0,0,0,0
Snord83b,0,0,0,0,0,0,0,0
Snord85,0,0,0,0,0,0,0,0
Snord87,1,0,0,1,0,0,0,0
Snord88a,0,0,0,0,0,0,0,0
Snord88c,1,2,0,0,1,0,0,0
Snord89,0,0,0,0,0,0,0,0
Snord90,0,0,0,0,0,0,0,0
Snord91a,0,0,0,0,0,1,0,0
Snord92,0,0,0,0,0,0,0,0
Snord93,0,0,0,0,0,0,0,0
Snord95,0,0,0,0,0,0,0,0
Snord96a,0,0,0,0,0,0,0,0
Snord98,0,0,0,0,0,0,0,0
Snord99,0,0,0,0,0,0,0,0
Snph,1,7,0,4,0,1,0,8
Snrk,5754,5784,4185,4027,3984,5830,7930,9511
Snrnp200,13770,14243,10409,12489,11482,13866,9913,11486
Snrnp25,1212,953,385,351,382,663,481,565
Snrnp27,3190,2026,898,947,967,1323,921,1097
Snrnp35,261,183,84,132,91,149,109,125
Snrnp40,6413,4721,2256,2311,2413,3481,2810,3126
Snrnp48,989,1105,586,599,601,632,386,569
Snrnp70,8709,8879,5928,6491,7645,8070,4331,5795
Snrp1c-ps1,0,0,0,0,0,0,0,0
Snrp1c-ps2,0,0,0,0,0,0,0,0
Snrpa,1856,1731,1181,1278,1227,2126,1380,1607
Snrpa1,3840,2988,1445,1498,1551,2353,1460,1852
Snrpb,11599,10052,5653,5980,5686,8506,6753,7361
Snrpb2,2602,2214,1005,941,1039,1382,979,1001
Snrpc,1952,1865,1012,1006,1010,1465,941,1072
Snrpd1,1061,1275,466,420,533,851,622,748
Snrpd2,1006,1174,439,425,404,637,450,507
Snrpd3,3457,3314,1506,1520,1497,2087,1479,1681
Snrpe,1619,2245,920,811,821,1091,792,933
Snrpert,196,288,102,100,101,133,117,96
Snrpf,546,755,302,261,276,416,342,414
Snrpg,1236,1980,795,629,679,882,638,666
Snrpn,18,14,3,2,5,0,0,10
Snta1,30,28,1,5,2,1,2,15
Sntb1,111,91,89,58,61,493,406,400
Sntb2,2250,1965,1161,1450,1311,370,948,972
Sntg1,0,5,10,6,19,1,0,0
Sntg2,0,0,0,0,0,0,1,0
Sntn,0,1,0,0,1,0,0,0
Snu13,1989,2047,890,897,900,1256,942,1036
Snupn,779,521,205,229,274,451,308,339
Snurf,0,0,0,0,0,0,0,0
Snw1,9028,6556,3214,3337,3389,4144,2912,3809
Snx1,12880,8903,4748,4853,4602,6572,4766,5971
Snx10,5305,5000,3361,2720,3029,1085,754,864
Snx11,2519,1747,1167,1319,1356,1972,1269,1646
Snx12,2677,3155,1685,1758,1831,1756,1282,1537
Snx13,3388,2887,1708,1800,1823,2499,2083,2435
Snx14,4633,3711,1961,2073,2110,3757,2617,3453
Snx15,1210,1077,546,638,605,1365,1086,1314
Snx16,319,391,265,230,201,240,214,222
Snx17,8364,6851,3829,4104,4008,6259,5263,5613
Snx18,10754,10313,8104,8049,8082,233,1404,1501
Snx19,2958,2453,2234,2643,2586,3781,2869,3238
Snx2,9625,7143,3332,3535,3237,5596,3633,4636
Snx20,3446,2873,1431,1375,1382,599,454,424
Snx21,345,332,299,259,321,199,205,268
Snx22,47,59,18,17,22,432,385,319
Snx24,10,5,0,0,0,1,0,4
Snx25,1382,1830,1150,1394,1216,92,48,80
Snx27,1596,2039,1381,1891,1821,624,1045,1150
Snx29,858,832,594,551,716,615,461,488
Snx3,9432,8898,5862,5678,5819,2984,4490,5404
Snx30,1259,994,605,667,785,305,834,915
Snx31,5,6,0,0,0,0,7,8
Snx32,718,481,272,265,284,528,323,361
Snx33,1402,1571,1166,1535,1598,1521,1132,1137
Snx4,11647,10080,5048,5080,5355,6119,4245,5460
Snx5,15652,17907,9268,8630,8913,3477,4734,5969
Snx6,9586,7496,3588,3829,3659,4712,3386,3905
Snx7,125,91,87,45,74,69,93,54
Snx8,231,246,188,179,175,462,281,275
Snx9,371,318,204,142,145,75,286,321
Soat1,2156,1811,1117,1226,1282,2242,1664,2014
Soat2,2014,1498,916,1120,1158,1322,1545,1999
Sobp,0,2,0,0,4,0,0,0
Socs1,1937,1059,1210,999,1103,190,2241,2231
Socs2,855,490,210,311,250,1067,841,1442
Socs3,1639,1001,1189,1359,889,640,1407,1595
Socs4,1026,797,714,630,600,310,367,485
Socs5,1622,1404,1051,904,1139,278,1029,1319
Socs6,2153,2047,1147,1117,1238,1068,983,1266
Socs7,230,293,305,379,351,110,93,117
Sod1,461,694,227,250,268,472,348,363
Sod2,3285,3567,1641,1705,1819,2507,1905,2061
Sod3,4,12,0,3,19,0,0,0
Soga1,5,8,0,0,0,31,25,26
Soga3,0,0,0,0,0,0,0,0
Sohlh1,6,9,0,4,4,15,2,5
Sohlh2,0,0,0,0,0,0,0,0
Son,15640,14417,11316,13290,13218,12604,10237,13424
Sorbs1,1940,1340,901,1102,983,917,585,734
Sorbs2,7,10,3,11,36,27,9,5
Sorbs2os,0,0,0,2,2,0,0,0
Sorbs3,84,121,159,100,139,208,129,132
Sorcs1,0,0,0,0,0,0,0,0
Sorcs2,565,264,725,543,562,136,131,114
Sorcs3,0,6,0,0,0,0,0,0
Sord,2199,2200,1167,1307,1224,570,389,442
Sorl1,12079,9585,13424,16636,15897,7103,9345,10849
Sort1,175,193,0,21,13,135,138,156
Sos1,1533,1553,1591,1820,1957,219,209,235
Sos2,7980,7787,6100,7016,7255,604,688,791
Sost,0,0,0,0,0,0,0,0
Sostdc1,0,0,0,0,1,0,0,0
Sowaha,2,1,0,0,0,53,570,413
Sowahb,0,4,0,0,0,0,0,0
Sowahc,106,127,16,41,11,156,72,127
Sowahd,0,0,0,0,0,0,0,1
Sox1,0,0,0,0,0,0,0,0
Sox10,0,0,0,0,0,0,0,0
Sox11,0,5,0,1,10,0,0,0
Sox12,10,14,26,24,35,2,2,4
Sox13,3,1,0,0,0,47,34,33
Sox14,0,1,0,0,0,0,0,0
Sox15,0,6,0,1,0,0,0,0
Sox17,3,2,5,0,0,0,0,0
Sox18,2,3,0,0,0,1,20,0
Sox2,0,1,0,0,0,0,0,0
Sox21,0,4,2,0,0,0,0,0
Sox2ot,0,7,0,0,12,0,0,0
Sox3,0,0,0,0,0,0,0,0
Sox30,2,4,0,1,0,0,0,1
Sox4,758,502,358,311,364,16,161,159
Sox5,117,133,98,86,96,16,6,9
Sox5it,1,0,0,0,0,0,0,0
Sox5os1,0,0,0,0,0,0,0,0
Sox5os2,0,0,0,0,3,0,0,0
Sox5os3,2,1,0,1,2,0,0,0
Sox5os4,0,0,0,0,0,0,0,0
Sox5os5,0,0,0,0,0,0,0,0
Sox6,248,133,117,167,122,283,392,359
Sox6os,0,0,0,0,0,0,2,1
Sox7,1,1,0,0,0,0,7,1
Sox8,4,10,0,5,0,2,1,2
Sox9,0,2,0,2,0,0,0,0
Sp1,2419,2611,2053,2109,2324,1646,853,1199
Sp100,60388,44818,28221,29275,30365,21883,14183,18244
Sp110,5688,6153,4313,4792,4758,5070,3188,4324
Sp140,1495,1621,987,1005,989,929,640,820
Sp2,3344,2276,2726,3475,3101,3800,2466,2754
Sp3,10204,11935,7845,7401,8497,1966,4608,5922
Sp3os,160,159,58,57,67,59,44,65
Sp4,3868,3895,2572,2915,2983,3011,1628,2383
Sp5,0,1,0,0,0,0,0,0
Sp6,0,0,0,0,0,0,0,0
Sp7,0,1,0,0,3,5,2,0
Sp8,0,2,0,0,0,1,0,0
Sp9,0,0,0,0,0,0,0,0
Spa17,31,38,14,23,15,41,22,25
Spaca1,127,82,57,48,41,67,101,179
Spaca3,0,0,0,0,0,0,0,0
Spaca4,0,1,0,0,0,0,0,0
Spaca5,0,1,0,0,0,0,0,0
Spaca6,30,41,20,26,14,42,17,22
Spaca7,0,0,0,0,0,0,0,0
Spaca9,632,583,197,202,199,180,140,140
Spag1,99,87,55,52,48,18,23,69
Spag11a,0,0,0,0,0,0,0,0
Spag11b,0,0,0,0,0,0,0,0
Spag16,0,1,0,2,9,0,0,7
Spag17,0,1,0,0,2,0,0,0
Spag17os,0,4,0,0,0,0,0,0
Spag4,42,33,9,8,8,8,21,10
Spag5,244,194,71,91,38,1086,722,715
Spag6,1,4,6,3,2,0,0,2
Spag6l,2,9,0,0,4,3,1,1
Spag7,2482,3104,1436,1443,1377,1977,1406,1664
Spag8,4,3,0,0,1,0,2,5
Spag9,5600,6182,4886,4653,4940,746,1315,1809
Spam1,0,0,0,3,0,0,0,0
Spanxn4,0,0,0,0,0,0,0,0
Sparc,8,2,3,1,4,1299,89,32
Sparcl1,1,3,0,0,1,0,4,0
Spast,3662,3969,3051,2599,3065,439,1294,1408
Spata1,431,412,271,265,213,138,103,122
Spata13,36123,31810,26791,28967,29338,22756,16703,21035
Spata16,0,1,0,0,0,0,0,0
Spata17,0,2,0,0,5,0,0,0
Spata18,0,1,0,1,0,0,0,0
Spata19,0,0,0,0,0,0,0,0
Spata2,1787,2028,1782,2047,2102,3002,2127,2405
Spata20,0,0,0,0,0,0,0,0
Spata21,4,9,5,2,10,4,3,4
Spata22,0,0,0,0,0,4,3,0
Spata24,46,42,6,15,20,88,68,66
Spata25,0,4,2,1,5,2,0,1
Spata2l,952,522,575,541,602,416,606,677
Spata3,0,1,0,0,0,0,0,0
Spata31,0,6,0,0,0,0,0,0
Spata31d1a,0,0,0,0,0,0,0,0
Spata31d1b,0,0,0,0,0,0,0,0
Spata31d1c,0,0,0,0,0,0,0,0
Spata31d1d,0,0,0,0,0,0,0,0
Spata32,2,0,0,0,0,0,0,0
Spata33,25,11,0,6,4,13,36,40
Spata4,0,0,0,0,0,0,0,0
Spata45,0,0,1,0,0,0,0,0
Spata46,27,16,10,13,7,4,1,5
Spata5,2383,2125,1069,1224,1403,1671,1025,1399
Spata5l1,481,379,295,309,359,41,383,497
Spata6,1876,1747,980,1077,1057,1012,1338,1604
Spata7,31,26,16,12,16,75,39,46
Spata9,5,3,0,0,2,1,0,1
Spatc1,1,3,0,0,1,6,2,3
Spatc1l,0,5,0,0,4,1,0,1
Spats1,2,1,2,2,2,1,0,2
Spats2,11,11,1,0,3,0,1,10
Spats2l,7,15,1,6,2,4,3,1
Spc24,229,136,33,19,25,507,387,331
Spc25,683,482,143,133,162,683,666,627
Spcs1,6228,5719,2296,2255,2312,3075,2383,2568
Spcs2,16062,11305,5546,4825,5114,11951,8863,9072
Spcs2-ps,730,480,214,186,201,404,319,300
Spcs3,23599,17574,9421,8859,9758,14928,9716,11650
Spdef,2,0,0,0,1,0,0,0
Spdl1,94,73,18,25,26,195,139,179
Spdya,21,19,11,11,4,24,4,10
Spdye4a,0,0,0,0,0,0,0,0
Spdye4b,0,2,0,0,0,0,0,0
Spdye4c,0,0,0,0,3,0,0,0
Specc1,398,374,255,155,158,1764,1411,1546
Specc1l,8125,5960,4022,4021,4151,2019,3517,4626
Speer1,0,0,0,0,1,1,0,0
Speer2,0,0,0,0,0,0,3,0
Speer3,0,0,0,0,3,0,0,0
Speer4a,0,0,0,0,0,0,0,0
Speer4b,0,0,0,0,0,0,0,0
Speer4c,0,0,0,0,0,0,0,0
Speer4cos,0,0,0,0,1,0,0,0
Speer4d,0,0,0,0,1,0,0,0
Speer4e,0,1,0,0,0,0,0,0
Speer4f1,0,0,0,0,0,0,0,0
Speer4f2,0,0,0,0,0,0,0,0
Speer5-ps1,0,3,0,3,7,0,0,0
Speer6-ps1,0,0,0,0,0,0,0,0
Speer9-ps1,0,0,0,0,2,0,0,0
Spef1,18,19,3,21,8,4,6,2
Spef2,89,98,36,49,61,153,112,131
Speg,0,1,0,0,0,0,3,1
Spem1,0,1,0,0,1,0,0,0
Spen,2185,2287,2692,3480,3282,427,569,586
Spert,0,0,0,0,0,0,0,0
Spesp1,0,2,0,0,0,0,0,0
Spg11,3002,2744,2234,2196,2356,1750,1485,1634
Spg20,2726,1875,1064,1166,1308,1749,1232,1462
Spg21,10197,8299,3929,3730,3725,2143,3238,3750
Spg7,2576,2599,1840,1758,1833,365,2733,2727
Sphk1,11,10,0,4,3,319,328,168
Sphk2,1858,1521,1174,1244,1356,2261,1293,1617
Sphkap,0,5,0,0,8,0,0,0
Spi1,415,385,5,1,0,779,1805,1674
Spib,214,199,11,0,0,3239,1213,1777
Spic,323,225,0,7,9,75,61,72
Spice1,3230,2521,1168,1395,1560,1243,864,958
Spidr,2830,2206,1081,1115,1116,1066,769,1072
Spin1,4433,3755,2475,2695,2537,2150,2322,2780
Spin2-ps1,0,0,0,0,0,0,0,0
Spin2-ps2,0,0,0,0,0,0,0,0
Spin2-ps3,0,0,0,0,0,0,0,0
Spin2-ps4,0,0,0,0,0,0,0,0
Spin2-ps6,0,0,0,0,0,0,0,0
Spin2c,1450,1146,416,501,447,874,730,781
Spin2d,0,0,0,0,0,0,0,0
Spin2e,0,2,0,0,0,0,0,0
Spin2f,0,0,0,0,0,0,0,0
Spin2g,0,0,0,0,0,0,0,0
Spin3-ps,8,5,7,2,2,0,4,3
Spin4,1,4,0,2,4,0,0,11
Spink1,0,0,0,0,0,0,0,0
Spink10,4,3,1,0,0,1,1,0
Spink11,0,0,0,0,1,0,0,0
Spink12,0,0,0,0,0,0,0,0
Spink13,6,8,3,0,5,17,8,12
Spink14,0,0,0,0,0,0,0,0
Spink2,1,1,0,0,1,0,1,4
Spink4,0,0,0,0,0,0,0,0
Spink5,0,0,0,1,1,0,0,0
Spink6,0,0,0,1,2,0,0,0
Spink7,0,0,0,0,0,0,0,0
Spink8,0,0,0,0,1,1,1,0
Spinkl,0,0,0,0,0,0,0,0
Spint1,20,27,0,3,0,4,6,21
Spint2,994,929,580,760,704,1107,2699,2997
Spint3,0,1,0,0,1,0,0,0
Spint4,0,0,0,0,0,0,0,0
Spint5,0,0,0,0,0,0,0,0
Spire1,49,42,0,2,21,13,58,41
Spire2,0,2,0,0,0,5,6,5
Spn,9931,11610,9609,9841,10512,4233,2931,3304
Spns1,2103,2135,1441,1518,1541,2349,1583,2017
Spns2,48,40,52,36,25,20,4,9
Spns3,253,225,198,160,136,963,662,700
Spo11,1865,1527,759,1148,1137,989,597,733
Spocd1,0,0,0,2,0,0,1,3
Spock1,0,1,0,1,1,0,0,0
Spock2,25,32,8,14,9,21,14,30
Spock3,0,3,0,1,7,0,0,0
Spon1,192,234,150,177,180,61,43,39
Spon2,4,2,0,5,1,35,28,16
Spop,23160,16291,9287,8878,8531,14060,9744,11763
Spopl,3296,2419,1650,1685,2027,552,1155,1363
Spout1,1804,1562,829,947,904,1805,1290,1430
Spp1,117,129,272,89,114,107,125,71
Spp2,0,0,0,0,0,4,0,3
Sppl2a,6637,10613,5235,5919,6326,10328,7717,9483
Sppl2b,4601,3929,3081,3329,2906,3928,3068,3473
Sppl2c,0,0,0,0,1,0,0,0
Sppl3,7120,8890,7087,8698,8702,218,244,213
Spr,1457,1073,627,550,624,566,744,874
Spr-ps1,1,2,0,0,1,2,1,2
Spred1,878,893,765,856,932,79,39,60
Spred2,209,200,213,343,306,128,202,228
Spred3,1,9,3,1,5,9,2,6
Sprn,0,0,0,0,0,0,0,2
Sprr1a,0,1,0,0,0,0,0,0
Sprr1b,0,0,0,0,0,0,0,0
Sprr2a1,0,0,0,0,0,0,0,0
Sprr2a2,0,0,0,0,0,0,0,0
Sprr2a3,0,0,0,0,1,0,0,0
Sprr2b,0,0,0,0,0,0,0,0
Sprr2c-ps,0,0,0,0,0,0,0,0
Sprr2d,0,0,0,1,0,0,0,0
Sprr2e,0,1,0,1,1,0,0,0
Sprr2f,0,0,0,0,0,0,0,0
Sprr2g,0,2,0,0,0,0,0,0
Sprr2h,0,0,0,0,0,0,1,0
Sprr2i,0,0,0,0,0,0,0,0
Sprr2j-ps,0,0,0,0,0,0,0,0
Sprr2k,0,0,0,0,0,0,0,0
Sprr3,0,0,0,1,0,0,0,0
Sprr4,0,0,0,0,0,0,0,0
Sprtn,662,556,302,450,478,183,269,339
Spry1,2,4,0,3,3,1,1,0
Spry2,480,1722,864,1023,905,271,340,434
Spry4,54,86,19,85,53,21,12,10
Spryd3,7106,4459,2934,3468,3388,4266,3186,3620
Spryd4,638,607,266,288,280,482,298,462
Spryd7,526,716,377,401,477,308,468,622
Spsb1,13,14,10,10,13,38,30,91
Spsb2,982,755,471,482,477,616,524,470
Spsb3,807,642,392,417,369,264,665,744
Spsb4,0,6,0,4,1,5,10,4
Spta1,7,17,0,1,1,2812,1891,1947
Sptan1,12956,16894,11489,12726,12626,9099,5958,7626
Sptb,21,22,7,9,5,2776,3503,2867
Sptbn1,31600,33414,25908,30224,28765,16886,10739,13827
Sptbn2,5,9,4,6,2,27,6,5
Sptbn4,52,50,18,18,18,62,34,41
Sptbn5,13,12,5,8,14,6,6,4
Sptlc1,3789,4424,2262,2316,2244,3445,2432,2930
Sptlc2,10140,8409,4563,4687,5044,2747,3694,4445
Sptlc3,0,0,0,0,0,0,0,0
Sptssa,8699,7953,3813,3998,3958,6288,4752,5740
Sptssb,0,0,0,0,0,0,1,0
Spty2d1,6096,5912,4943,5031,4664,5867,3435,4796
Spx,19,24,18,17,5,9,4,16
Spz1,0,0,0,0,0,0,0,0
Sqle,174,162,89,70,67,279,178,312
Sqrdl,346,388,255,131,170,1029,865,791
Sqstm1,22496,22436,12867,13903,13616,14930,13738,16225
Sra1,5642,4778,2428,2201,2439,3024,2116,2354
Srbd1,2061,2236,1394,1374,1258,1844,1415,1559
Src,18,18,26,5,3,3,3,7
Srcap,334,593,544,650,748,647,338,538
Srcin1,12,12,19,9,15,3,4,0
Srd5a1,44,57,15,31,35,26,11,21
Srd5a2,0,0,0,0,1,0,0,0
Srd5a3,2362,2534,1516,1451,1595,476,1290,1548
Srebf1,3863,2604,2762,3445,3288,6072,5049,5300
Srebf2,2978,1982,2349,2602,2788,6240,4345,5152
Srek1,4247,3129,2018,2046,1962,2536,1614,2369
Srek1ip1,306,331,125,152,161,193,110,154
Srf,1322,1590,1500,1663,1723,182,448,502
Srfbp1,1016,890,472,450,428,822,542,775
Srgap1,6,3,0,0,1,5,4,1
Srgap2,1935,2375,1805,1783,1864,2588,1407,1731
Srgap3,2035,1875,1869,2062,1982,879,509,670
Srgn,10884,15976,8103,6787,7236,17332,12476,14657
Sri,31508,20550,10936,10670,10927,16155,11536,13299
Srl,50,44,70,24,18,33,54,54
Srm,1094,713,396,517,512,121,790,804
Srms,17,10,3,0,9,23,13,8
Srp14,6495,6439,2771,2381,2498,3464,2568,2901
Srp19,4726,4385,2120,2214,2228,1843,1370,1645
Srp54a,273,88,22,68,202,73,42,84
Srp54b,572,416,253,230,252,325,216,264
Srp68,9208,6046,3753,3979,3725,4937,3715,4428
Srp72,5522,6413,3258,3517,3444,5642,3623,4790
Srp9,5599,4866,2180,2253,2309,2453,2360,2827
Srpk1,5946,5443,3072,3058,3177,4680,3103,3768
Srpk2,5533,5574,3742,3523,3652,2420,1707,2260
Srpk3,69,80,9,33,9,357,117,237
Srpr,10235,8195,5332,5697,5619,7973,5276,6336
Srprb,2010,2105,1284,1358,1459,1899,1475,1612
Srpx,2,0,0,0,3,0,3,0
Srpx2,0,0,0,1,2,0,0,0
Srr,554,488,277,265,270,378,356,375
Srrd,680,511,284,319,295,59,429,421
Srrm1,7197,5758,4611,5240,5746,6437,3888,4786
Srrm2,21953,21498,20517,23933,22978,11947,17884,23401
Srrm3,2,1,0,0,2,0,0,0
Srrm3os,0,0,0,0,0,0,0,0
Srrm4,0,3,0,2,0,0,0,0
Srrm4os,0,12,0,0,0,0,1,0
Srrt,2493,2297,2201,2432,2197,3388,2638,2846
Srsf1,16973,17534,9898,11123,11452,3557,7474,9418
Srsf10,9516,7230,3619,4024,4390,4220,3058,3690
Srsf11,14537,13279,9159,8869,9582,7402,7120,9047
Srsf12,35,35,12,8,12,257,138,310
Srsf2,7600,8492,5443,5523,5424,777,1456,1454
Srsf3,17224,18555,10576,10230,10711,14180,9109,11422
Srsf4,1677,1685,1100,1180,1127,281,1358,1560
Srsf5,47402,42431,19107,21783,24784,24390,15151,21003
Srsf6,6733,8616,5874,5738,5129,2124,6640,8023
Srsf7,20084,12237,6137,6163,6536,9194,5721,6903
Srsf9,5743,3862,2566,2597,2592,134,862,843
Srsx,0,0,0,0,0,0,0,0
Srsy,0,0,0,0,0,0,0,0
Srxn1,1336,1215,736,737,734,738,851,884
Sry,0,0,0,0,0,0,0,0
Ss18,19938,14523,8211,8793,8445,8482,5869,7348
Ss18l1,513,472,302,329,301,159,162,291
Ss18l2,767,745,343,301,319,434,281,353
Ssb,7896,8530,5842,5045,5396,6779,4329,5961
Ssbp1,4388,3161,1307,1463,1554,2031,1193,1611
Ssbp2,4096,3314,1358,1665,1646,1666,1294,1540
Ssbp3,2484,1880,1334,1397,1330,392,316,398
Ssbp4,5131,3607,1533,1874,1809,356,2590,2409
Ssc4d,138,133,53,51,74,54,60,78
Ssc5d,0,1,0,5,0,9,1,0
Ssfa2,851,1174,710,760,820,288,688,931
Ssh1,4099,3957,6828,8028,7457,1629,2010,2739
Ssh2,20360,24527,15934,19297,18894,11469,7511,10825
Ssh3,61,80,43,48,57,54,24,51
Ssmem1,0,0,0,1,0,10,0,0
Ssna1,4708,3367,1382,1451,1296,1967,1514,1576
Sspn,12,25,8,1,12,30,0,8
