,Liver_ILC1_1,Liver_ILC1_2,Liver_ILC1_3,Liver_NK_1,Liver_NK_2,Liver_NK_3
RP23-246F14.1,0,0,0,0,0,1
RP23-246F14.2,0,0,0,0,0,0
RP23-246F14.3,0,0,0,0,0,0
RP23-246F14.4,0,0,0,0,0,0
RP23-246F14.5,0,0,0,0,0,0
RP23-246J13.1,0,0,0,0,0,0
RP23-246K11.3,9,17,15,14,21,18
RP23-249B22.1,0,0,0,0,0,0
RP23-249B22.2,0,0,0,0,0,0
RP23-24C14.2,0,0,0,0,0,0
RP23-250B18.1,0,0,0,0,0,0
RP23-250B18.3,0,0,0,0,0,0
RP23-250H23.1,0,0,0,0,0,1
RP23-250K15.12,0,0,0,0,0,0
RP23-252B13.6,0,0,0,0,0,0
RP23-252J6.1,0,0,0,0,0,0
RP23-254P23.2,0,0,0,0,0,0
RP23-255F14.4,23,33,40,30,46,49
RP23-255F14.7,0,0,0,0,1,0
RP23-255F14.8,0,0,0,0,0,0
RP23-255F14.9,0,0,0,0,0,0
RP23-256D10.1,4,9,3,8,19,8
RP23-256G5.1,0,0,0,0,0,1
RP23-257B9.1,0,0,0,0,0,0
RP23-257B9.2,0,0,0,0,0,0
RP23-257B9.3,0,0,0,0,0,0
RP23-257B9.4,0,0,0,0,0,0
RP23-257F18.1,1,0,1,0,0,1
RP23-257F18.2,0,1,1,0,2,0
RP23-257K20.1,0,0,0,0,0,0
RP23-257O9.1,0,0,0,0,0,0
RP23-257O9.2,0,0,0,0,0,0
RP23-258F9.1,0,0,0,0,0,1
RP23-258F9.2,0,0,0,0,0,0
RP23-258F9.3,0,0,0,0,0,0
RP23-258F9.4,45,59,37,43,57,65
RP23-25M5.13,0,0,0,0,0,0
RP23-260J19.5,0,0,0,0,0,0
RP23-261G3.5,3,3,1,0,0,0
RP23-261G3.6,0,0,0,0,0,0
RP23-261G3.7,0,1,0,0,0,0
RP23-261O3.2,0,0,0,0,0,0
RP23-261O3.3,0,0,0,0,0,0
RP23-261O3.4,0,0,0,0,0,0
RP23-261O3.5,3,2,4,1,1,6
RP23-262N17.1,0,0,0,0,0,0
RP23-262P15.4,0,0,0,0,0,0
RP23-262P15.5,0,0,0,0,0,0
RP23-263O15.12,0,0,0,0,0,0
RP23-263O15.4,0,0,0,0,0,0
RP23-263O15.6,0,0,0,0,0,0
RP23-263O15.7,0,0,0,0,0,0
RP23-263O15.9,0,0,0,0,0,0
RP23-265F16.6,0,0,0,0,0,0
RP23-268A17.2,0,0,0,0,0,0
RP23-268A17.3,0,0,0,0,0,0
RP23-268A17.4,0,0,0,0,0,0
RP23-268A5.2,0,0,0,0,0,0
RP23-268C22.2,0,0,0,0,0,0
RP23-268C22.3,0,0,0,0,0,0
RP23-269H21.1,1473,1801,1736,1551,1697,1859
RP23-269K2.1,0,0,0,0,0,0
RP23-269K2.2,0,0,0,0,0,0
RP23-269O24.3,0,0,0,0,0,0
RP23-269O24.5,0,0,0,0,1,0
RP23-269O24.6,0,0,0,0,0,0
RP23-269O24.7,0,0,0,0,0,0
RP23-269P7.3,0,0,0,0,0,0
RP23-269P7.4,0,0,0,0,0,0
RP23-269P7.5,0,0,0,0,0,0
RP23-26C23.2,0,0,0,0,0,0
RP23-271A21.2,0,0,0,0,0,0
RP23-271A21.3,0,0,0,0,0,0
RP23-271A22.2,0,0,0,0,0,0
RP23-271E15.5,0,1,0,0,0,0
RP23-271F18.2,2,2,1,1,0,0
RP23-272A7.3,0,0,0,7,5,7
RP23-273G17.1,0,0,0,0,0,0
RP23-273K11.3,3,2,1,0,0,0
RP23-273K11.4,0,0,0,0,0,0
RP23-273P15.2,0,0,0,0,0,0
RP23-274G21.4,0,0,0,0,0,0
RP23-274G21.5,0,0,0,0,0,0
RP23-274G21.6,0,0,0,0,0,0
RP23-276C6.1,0,0,0,0,0,0
RP23-276C6.3,0,0,0,0,0,0
RP23-276C6.4,0,0,0,0,0,0
RP23-276M23.6,0,0,0,0,0,0
RP23-277D1.1,0,0,0,0,0,0
RP23-278O17.1,31,44,43,16,38,27
RP23-280C13.3,8,10,9,17,21,18
RP23-281E24.3,0,0,0,0,0,0
RP23-281M13.1,0,0,0,0,0,0
RP23-281M13.2,0,1,0,0,0,0
RP23-282M20.5,5,6,0,18,11,5
RP23-282M20.6,0,0,3,4,5,2
RP23-282P18.1,0,0,0,0,0,0
RP23-282P18.2,0,1,1,0,0,3
RP23-282P18.3,0,0,0,0,0,0
RP23-282P18.4,0,0,0,0,0,0
RP23-282P18.5,0,0,0,0,0,0
RP23-283A2.1,0,0,0,0,0,0
RP23-283D8.2,0,0,0,0,0,0
RP23-283O2.1,0,0,0,0,0,0
RP23-284E19.10,5,11,7,10,20,11
RP23-284E19.12,0,0,0,0,0,0
RP23-284E19.14,0,0,0,0,0,0
RP23-284E19.8,1,8,6,0,0,0
RP23-284E19.9,0,0,0,0,0,0
RP23-285L15.1,0,0,0,0,0,0
RP23-286J11.1,0,0,0,0,0,0
RP23-287L13.2,0,0,0,0,0,0
RP23-287L13.3,0,0,0,0,0,0
RP23-287L13.5,0,0,0,0,0,0
RP23-287L13.6,0,0,0,1,1,0
RP23-288B18.2,0,0,0,0,0,0
RP23-288C18.2,0,0,0,0,0,0
RP23-288C18.3,15,21,13,46,60,46
RP23-288I20.2,3,5,1,1,0,2
RP23-288I20.5,0,0,0,0,2,1
RP23-28O3.1,0,0,0,0,0,0
RP23-28P17.3,0,1,0,1,0,0
RP23-290D15.1,0,0,0,0,0,0
RP23-291C4.1,0,0,0,0,0,0
RP23-291C4.2,0,0,0,0,0,0
RP23-291C4.3,0,0,0,0,0,0
RP23-291C4.4,0,0,0,0,0,0
RP23-291D21.1,0,0,0,0,0,0
RP23-291L20.2,0,0,0,0,0,0
RP23-291L20.3,0,0,0,0,0,0
RP23-291O3.1,0,0,0,0,0,0
RP23-291O3.2,0,0,0,0,0,0
RP23-292G1.1,0,0,0,0,0,0
RP23-292G1.2,4,4,5,6,11,8
RP23-292G1.3,13,2,5,8,0,4
RP23-292G1.4,0,0,0,0,0,0
RP23-292G1.5,5,5,7,13,19,20
RP23-292G15.2,0,1,0,0,0,1
RP23-293N23.2,0,0,0,0,0,0
RP23-293N23.3,0,0,0,0,0,2
RP23-293N23.4,0,0,0,0,0,0
RP23-296O20.1,0,0,0,0,0,0
RP23-297P22.1,0,0,0,0,0,0
RP23-299H19.2,0,0,0,0,0,0
RP23-299H4.4,0,0,0,0,0,0
RP23-299I16.1,0,0,0,0,0,0
RP23-299L22.1,0,0,0,0,0,0
RP23-2A21.2,0,0,0,0,0,0
RP23-2D7.20,0,0,0,0,0,0
RP23-2D7.21,0,0,0,0,0,0
RP23-2D7.22,0,0,0,0,0,0
RP23-2F19.2,0,0,0,0,0,0
RP23-2F19.3,1,1,2,0,0,0
RP23-2N7.2,0,0,0,0,0,0
RP23-2N7.3,0,0,0,0,0,0
RP23-2N7.4,0,0,1,0,0,1
RP23-2N7.5,0,0,0,0,0,0
RP23-301J15.1,0,0,0,0,0,0
RP23-301J15.2,0,0,0,0,0,0
RP23-301M11.2,0,0,0,0,0,0
RP23-302J6.1,0,0,0,0,0,0
RP23-303I23.2,7,0,1,10,0,0
RP23-304B1.1,0,0,0,0,0,0
RP23-304C21.2,0,0,0,0,0,0
RP23-304C21.3,74,40,54,80,114,67
RP23-304C21.4,0,1,2,4,1,1
RP23-304K21.1,0,0,0,0,0,0
RP23-304K3.2,0,0,0,0,0,0
RP23-305G22.3,0,0,0,0,0,0
RP23-307B15.5,16,6,9,12,11,6
RP23-307F3.6,109,123,55,142,136,105
RP23-308G10.3,0,3,0,0,0,1
RP23-308G10.5,0,5,2,7,4,6
RP23-308N3.3,0,0,0,0,0,0
RP23-308N3.4,0,0,0,0,0,0
RP23-308N3.5,0,0,0,0,0,0
RP23-308N3.6,0,0,0,0,0,0
RP23-308N3.7,0,0,0,0,0,0
RP23-308N3.8,0,0,0,0,0,0
RP23-309H21.1,0,0,0,0,0,0
RP23-309H21.2,0,0,0,0,0,0
RP23-309H21.3,0,0,0,0,0,0
RP23-310N21.2,0,0,0,0,0,0
RP23-310N21.3,0,0,0,0,0,0
RP23-311A1.1,0,0,0,0,0,0
RP23-311C13.3,3,3,6,3,1,1
RP23-311F6.7,0,0,0,0,0,0
RP23-312A24.1,0,0,0,0,1,0
RP23-312A24.2,0,0,0,0,0,0
RP23-312A24.3,0,0,0,0,0,0
RP23-312J1.1,0,0,0,1,0,0
RP23-312J21.2,0,0,0,0,0,0
RP23-313P23.4,185,210,236,198,260,214
RP23-314E23.2,0,0,0,0,0,0
RP23-316F10.1,0,0,0,7,5,10
RP23-316F10.2,0,0,0,1,0,1
RP23-316F10.4,0,0,0,0,0,0
RP23-316F10.6,0,0,0,3,8,2
RP23-316O20.1,0,0,0,0,0,0
RP23-317B21.3,0,0,1,0,0,0
RP23-317B21.4,0,0,0,0,0,0
RP23-318O7.2,0,0,0,0,0,0
RP23-318O7.3,0,0,0,0,0,0
RP23-318O7.5,0,0,0,0,0,0
RP23-319C8.5,0,0,0,0,0,0
RP23-319D22.1,0,0,0,0,0,0
RP23-31C13.2,1,0,0,0,0,0
RP23-320A6.3,0,0,0,0,0,0
RP23-320A6.4,0,0,0,0,0,0
RP23-320D23.6,889,810,823,521,513,598
RP23-322A5.1,1,0,0,1,2,0
RP23-323O18.1,0,0,0,0,0,0
RP23-323P3.1,0,0,0,0,0,0
RP23-324E2.10,0,0,1,0,3,0
RP23-324E2.11,55,57,83,61,95,93
RP23-324E2.9,0,0,0,0,0,0
RP23-325D10.3,0,0,0,1,0,0
RP23-325G13.2,0,0,0,0,0,0
RP23-325K4.10,0,0,0,0,0,0
RP23-325K4.4,0,0,0,0,0,0
RP23-325K4.5,0,0,0,0,0,0
RP23-325K4.8,0,0,0,0,0,0
RP23-325K4.9,0,0,0,0,0,0
RP23-325P15.2,0,0,0,0,0,0
RP23-326C6.1,0,0,0,0,0,0
RP23-326C6.2,0,0,0,0,0,0
RP23-326C6.3,0,1,0,0,0,0
RP23-326O5.4,0,0,1,0,0,2
RP23-326O5.5,5,3,3,0,4,2
RP23-326O5.6,0,0,0,0,0,0
RP23-329B5.1,0,0,0,0,0,0
RP23-329B5.2,0,0,0,0,0,0
RP23-329D17.1,0,0,0,0,0,0
RP23-329M17.1,0,0,0,0,0,0
RP23-330O8.1,0,0,0,0,0,0
RP23-330O8.2,0,0,0,0,0,0
RP23-331E5.10,123,143,90,117,107,83
RP23-331E5.11,0,0,0,0,0,0
RP23-331E5.5,0,0,0,0,0,0
RP23-331E5.8,34,27,17,17,19,12
RP23-331E5.9,15,2,17,19,21,6
RP23-331I13.1,0,0,0,0,0,0
RP23-331I13.2,0,0,0,0,0,0
RP23-333M15.12,0,0,0,0,0,0
RP23-333M15.9,1,1,2,1,0,3
RP23-334E13.4,0,0,0,0,0,0
RP23-335K20.1,0,1,0,0,0,0
RP23-336I13.1,0,0,0,0,0,0
RP23-336I13.2,0,0,0,0,0,0
RP23-337J18.2,0,0,0,0,0,0
RP23-337J19.1,0,0,0,0,0,0
RP23-337J19.2,0,0,0,0,0,0
RP23-337J19.3,0,0,0,0,0,0
RP23-337K17.1,0,0,0,5,0,0
RP23-337L12.6,0,0,1,1,1,0
RP23-337L12.7,0,0,0,2,0,0
RP23-338G21.3,0,0,0,1,7,0
RP23-33B7.1,0,0,0,0,0,0
RP23-33B7.2,0,0,0,0,0,0
RP23-340D4.2,0,0,0,0,0,0
RP23-340G24.10,0,0,0,0,0,0
RP23-340G24.11,0,0,0,0,0,0
RP23-340G24.12,0,0,0,0,0,0
RP23-340G24.5,0,0,0,0,0,0
RP23-340G24.6,0,0,0,0,0,0
RP23-340G24.8,0,2,2,1,0,1
RP23-340O18.2,2,0,2,1,1,1
RP23-340O18.3,0,0,0,0,0,0
RP23-340O18.4,0,0,0,0,0,0
RP23-341K9.12,0,0,0,0,0,0
RP23-341N20.1,0,0,0,0,0,0
RP23-342N3.1,0,0,0,0,1,0
RP23-342N3.2,0,0,0,0,0,0
RP23-345H24.4,0,0,0,0,0,0
RP23-345J24.2,0,1,0,3,0,0
RP23-345N8.5,2,2,0,0,1,3
RP23-345N8.6,0,0,0,0,0,0
RP23-345N8.7,0,0,0,0,0,0
RP23-345N8.8,0,0,0,0,0,0
RP23-346B18.3,0,0,0,0,0,0
RP23-346G14.1,0,0,0,2,0,0
RP23-346G14.2,0,0,0,0,0,0
RP23-346G14.3,0,0,0,0,0,0
RP23-346N11.6,0,0,0,0,0,0
RP23-348F2.2,0,1,0,0,0,0
RP23-349H12.3,24,26,26,12,20,20
RP23-349H12.5,0,0,0,0,0,0
RP23-349H12.6,0,1,0,0,0,0
RP23-349H12.7,47,52,66,7,13,3
RP23-34J1.5,0,0,0,0,0,0
RP23-350F7.1,0,0,0,0,0,0
RP23-350F7.3,106,98,124,93,82,111
RP23-350F7.6,2,0,1,0,0,0
RP23-350M23.3,0,0,0,0,0,0
RP23-350M23.5,0,0,0,0,0,0
RP23-350M23.7,0,0,0,0,0,0
RP23-351O20.1,0,0,0,0,0,0
RP23-352E22.1,0,0,0,0,0,0
RP23-352E22.2,0,0,0,0,0,0
RP23-352E22.3,0,0,0,0,0,0
RP23-352E22.4,0,0,0,0,0,0
RP23-352M7.1,0,0,0,0,0,0
RP23-352M7.2,0,0,0,0,0,0
RP23-353C6.2,0,0,0,0,0,0
RP23-353G9.1,0,0,0,0,0,0
RP23-353G9.2,0,0,0,0,0,0
RP23-353K11.3,759,745,700,1328,1704,1631
RP23-353K11.5,7,14,3,7,22,14
RP23-353P23.2,2446,1940,2109,1143,1372,1619
RP23-354J5.2,0,0,0,0,0,0
RP23-354J5.3,0,0,0,0,0,0
RP23-354M21.1,0,0,0,0,0,0
RP23-355N5.6,0,0,0,0,0,0
RP23-356D13.10,2,1,0,2,0,0
RP23-356D13.11,7,5,3,6,7,10
RP23-356D13.12,7,5,11,3,5,8
RP23-356D13.5,0,0,0,0,0,0
RP23-356D13.6,1,0,0,1,0,0
RP23-356D13.8,3,6,0,1,1,0
RP23-356D13.9,11,1,18,13,16,10
RP23-356G7.1,0,0,0,0,0,0
RP23-356G7.2,0,0,0,0,0,1
RP23-356G7.3,0,0,0,0,0,0
RP23-356G7.4,10,10,8,5,18,14
RP23-356G7.5,0,0,0,0,0,0
RP23-356G7.6,0,0,0,0,0,0
RP23-356P21.1,523,548,532,708,817,807
RP23-358C4.1,0,0,0,0,0,0
RP23-358C4.2,0,0,0,0,0,0
RP23-358C4.3,0,0,0,0,0,0
RP23-358M4.6,0,0,0,0,0,0
RP23-358M4.7,0,0,0,0,0,0
RP23-358O14.2,0,2,0,0,0,0
RP23-359B23.13,0,0,0,0,0,0
RP23-359F16.1,0,0,0,0,0,0
RP23-359K10.8,0,0,0,0,0,0
RP23-359K10.9,0,6,8,13,16,4
RP23-35N23.1,0,0,0,0,0,0
RP23-35O24.1,0,0,0,0,0,0
RP23-35O24.3,0,0,0,0,1,0
RP23-360L22.2,8,4,10,14,2,6
RP23-360L22.3,1,4,4,4,2,2
RP23-360L4.2,0,0,0,0,7,3
RP23-360L4.3,0,0,0,0,0,0
RP23-360L4.4,1,1,0,1,1,1
RP23-360L4.5,0,0,0,0,0,0
RP23-361B11.1,0,0,0,0,0,0
RP23-361B11.3,0,0,0,0,0,0
RP23-361K13.1,0,3,1,9,9,9
RP23-363G20.1,0,0,0,0,0,0
RP23-363G20.2,0,0,0,0,0,0
RP23-363J15.2,2,0,0,0,0,0
RP23-363J15.4,0,0,0,0,0,0
RP23-364M19.1,0,0,0,0,0,0
RP23-365J20.3,3,3,0,5,5,1
RP23-366E1.3,30,24,17,29,14,20
RP23-366E1.5,22,17,17,12,19,23
RP23-366E4.10,0,0,0,0,0,0
RP23-366E4.2,0,0,0,0,0,0
RP23-366E4.6,2,0,1,1,2,1
RP23-366E4.8,0,0,0,0,0,0
RP23-366E4.9,0,0,0,0,0,0
RP23-366K1.6,0,0,0,0,0,0
RP23-367D2.1,0,0,0,0,0,0
RP23-368K22.5,0,0,0,0,0,0
RP23-36B4.2,0,0,0,0,0,0
RP23-36G5.4,0,0,0,0,0,0
RP23-36H21.1,0,0,0,0,0,0
RP23-36H21.2,0,0,0,0,0,0
RP23-36H21.3,185,188,98,215,226,175
RP23-36K2.5,12,21,10,12,16,15
RP23-370L19.2,0,0,0,0,0,0
RP23-371B13.3,19,18,12,30,17,22
RP23-371B13.5,0,0,0,0,0,0
RP23-371K6.1,0,0,0,0,0,0
RP23-373D18.1,0,0,0,0,0,0
RP23-373F11.1,0,0,0,0,0,0
RP23-374L19.1,0,0,0,0,0,0
RP23-377C12.2,0,0,0,0,0,0
RP23-377C12.4,0,0,0,0,0,0
RP23-378J3.3,0,0,0,0,0,0
RP23-37D14.3,0,0,0,1,0,0
RP23-37D14.4,0,0,0,0,0,0
RP23-37D14.5,0,0,0,0,0,0
RP23-37D14.7,0,0,0,0,0,0
RP23-380A10.8,0,0,0,0,0,0
RP23-380K24.2,4,0,0,6,2,3
RP23-380K24.3,5,5,4,6,6,4
RP23-380K24.4,102,176,142,135,134,142
RP23-381H23.2,1,0,0,0,0,2
RP23-381H23.3,0,0,0,0,0,0
RP23-381I17.2,0,0,0,0,0,0
RP23-381I17.3,0,0,0,0,0,0
RP23-381I17.5,0,0,0,0,0,0
RP23-382A18.1,0,0,0,0,0,0
RP23-382A18.2,0,0,0,0,0,0
RP23-382A18.3,0,0,0,0,0,0
RP23-382A18.4,0,0,0,0,0,0
RP23-382A18.5,0,0,0,0,0,0
RP23-383C2.10,0,0,0,0,0,0
RP23-383C2.4,58,52,57,74,41,29
RP23-383C2.6,0,0,0,0,0,0
RP23-383C2.7,0,0,0,0,0,0
RP23-383C2.9,0,2,0,0,0,0
RP23-384F19.1,0,0,0,0,0,0
RP23-384L16.16,0,0,0,0,0,0
RP23-386F15.2,7,5,6,0,0,0
RP23-386P10.12,0,0,0,0,0,0
RP23-387G19.1,0,0,0,0,0,0
RP23-388A14.3,0,0,1,0,2,1
RP23-388A21.2,24,39,24,0,1,5
RP23-389O20.6,0,0,0,0,0,0
RP23-38L16.2,0,0,0,0,0,0
RP23-38L16.3,0,0,0,0,0,0
RP23-38L16.4,0,0,0,0,0,0
RP23-38N23.2,0,0,0,0,0,0
RP23-390D8.2,12,11,5,8,16,15
RP23-390F4.1,0,0,0,0,0,0
RP23-390G15.1,0,0,0,0,0,0
RP23-392I13.13,3,0,0,1,0,0
RP23-392I13.14,0,0,0,0,0,1
RP23-392I13.15,31,39,37,55,86,71
RP23-394M6.3,10,14,15,7,15,5
RP23-394M6.4,1,0,3,2,2,1
RP23-395L3.2,0,0,0,0,0,0
RP23-395L3.3,0,0,0,0,0,0
RP23-395M5.5,0,0,0,0,0,0
RP23-395M5.6,0,0,0,1,2,1
RP23-395M5.7,0,0,0,0,1,2
RP23-395M5.8,0,0,0,4,3,0
RP23-395N2.1,0,0,0,0,0,0
RP23-395N2.2,0,0,0,0,0,0
RP23-395N2.3,0,0,0,0,0,0
RP23-395N2.4,0,0,0,0,0,0
RP23-395N2.5,0,0,0,0,0,0
RP23-396C4.1,0,0,0,0,0,0
RP23-396C4.2,14,12,5,5,4,10
RP23-396D12.1,0,0,0,0,0,0
RP23-396N20.1,0,0,0,0,1,0
RP23-398F20.1,0,0,0,0,0,0
RP23-39C23.1,0,0,0,0,0,0
RP23-39C23.2,0,0,0,0,0,0
RP23-39C23.3,0,0,0,0,0,0
RP23-3F1.6,11,11,10,8,22,16
RP23-3F1.8,124,120,102,98,132,173
RP23-400G18.1,0,0,0,0,0,0
RP23-400N18.2,0,0,0,0,0,0
RP23-400N18.3,0,0,0,0,0,0
RP23-402A24.3,0,4,2,0,2,0
RP23-402A24.4,0,0,0,0,0,0
RP23-402F16.3,0,0,0,0,0,0
RP23-402F24.3,0,0,0,0,0,0
RP23-402F24.5,0,1,0,0,0,0
RP23-402F24.6,0,0,0,0,0,0
RP23-402H19.1,0,0,0,0,0,0
RP23-402H19.2,0,0,0,0,0,0
RP23-402I7.1,0,0,0,0,0,0
RP23-402N21.4,0,0,0,0,0,0
RP23-402N3.3,0,0,0,0,0,0
RP23-403C13.1,3,2,3,4,6,5
RP23-403C13.2,0,0,0,0,0,0
RP23-403D16.3,46,49,62,35,45,61
RP23-403E19.1,0,0,0,0,0,0
RP23-403E19.2,0,0,0,0,0,0
RP23-405E15.2,0,0,0,0,0,0
RP23-405I13.1,0,0,0,0,0,0
RP23-405K2.10,14,12,12,9,10,5
RP23-405K2.11,1,1,0,0,0,0
RP23-405K2.6,5,5,8,9,9,3
RP23-405K2.7,0,0,0,0,0,1
RP23-407B23.4,0,0,0,0,0,0
RP23-407I4.2,0,0,0,0,0,0
RP23-407I4.3,0,0,0,0,0,0
RP23-408K7.1,0,0,0,0,0,0
RP23-408K7.2,0,0,0,0,0,0
RP23-408N24.1,0,0,0,0,0,0
RP23-408N24.2,0,0,0,0,0,0
RP23-40D21.1,28,27,23,21,23,35
RP23-40D21.3,1,2,0,0,1,2
RP23-40N7.1,0,0,0,0,0,0
RP23-40N7.2,0,0,0,0,0,0
RP23-40N7.3,0,0,0,0,0,0
RP23-40N7.4,0,0,0,0,0,0
RP23-410O11.1,0,0,0,0,0,0
RP23-411J14.3,0,0,0,2,1,0
RP23-412P24.1,0,0,0,0,0,0
RP23-412P4.2,0,0,0,0,3,2
RP23-413E2.1,0,0,0,0,0,0
RP23-413G8.2,278,256,266,316,276,354
RP23-413J12.1,0,0,0,0,0,0
RP23-415J15.3,8,22,11,4,3,6
RP23-415N22.1,0,0,0,0,0,0
RP23-416C3.1,0,0,0,0,0,0
RP23-416G20.3,0,0,0,0,0,0
RP23-416G20.6,0,0,0,0,0,0
RP23-416I23.4,0,0,0,0,0,0
RP23-416I23.5,0,0,0,0,0,0
RP23-416I23.6,0,0,0,0,0,0
RP23-416I23.9,0,0,0,2,2,2
RP23-416K18.1,0,0,0,0,0,0
RP23-417F2.1,0,0,0,0,0,0
RP23-417F2.2,0,0,0,0,0,0
RP23-417F2.3,0,0,0,0,0,0
RP23-417K23.1,1,5,0,2,0,0
RP23-417K23.2,0,0,0,1,0,0
RP23-417K23.4,0,0,2,0,0,0
RP23-418I14.1,0,0,0,0,0,0
RP23-419K14.11,15,17,14,18,20,16
RP23-421M6.1,0,0,0,0,0,0
RP23-421M6.2,0,0,0,0,0,0
RP23-421M6.3,0,0,0,0,0,0
RP23-421N20.4,0,0,0,0,3,0
RP23-424C4.7,0,0,0,0,0,0
RP23-424C4.8,0,0,0,0,0,0
RP23-424I1.1,0,0,0,0,0,0
RP23-424I1.2,0,0,0,0,0,0
RP23-424I1.3,0,0,0,0,0,0
RP23-426E11.3,0,0,0,0,0,0
RP23-426K2.2,0,0,0,0,0,0
RP23-426K2.3,0,0,0,0,0,0
RP23-427I4.2,0,0,0,0,0,0
RP23-427M23.5,0,0,0,0,0,0
RP23-427M23.6,0,0,0,0,0,0
RP23-428P21.2,0,0,0,0,0,0
RP23-429B12.3,0,0,0,0,0,0
RP23-42N8.2,0,0,0,0,0,0
RP23-430F12.1,0,0,0,0,0,0
RP23-431B6.1,0,0,0,0,0,0
RP23-431G3.3,0,0,0,0,0,0
RP23-432F6.2,0,0,0,0,0,0
RP23-432F6.4,0,0,2,0,0,0
RP23-433B2.5,0,0,0,0,0,0
RP23-433B2.6,7,8,7,16,11,14
RP23-433B2.7,0,0,0,0,1,0
RP23-433B2.9,0,0,0,0,0,0
RP23-433C10.1,0,0,0,0,0,0
RP23-433C10.2,0,0,0,0,0,0
RP23-433H22.2,0,0,0,0,0,0
RP23-433H22.3,0,0,0,0,0,0
RP23-434A12.1,0,0,0,0,0,0
RP23-434A12.2,0,0,0,0,0,0
RP23-434A12.4,2,3,2,3,3,4
RP23-434A12.5,1,4,0,0,2,0
RP23-437G18.8,0,0,0,0,0,0
RP23-437G18.9,0,0,0,0,0,0
RP23-438F16.10,0,0,0,0,0,0
RP23-438F16.11,0,0,0,0,0,0
RP23-438F16.12,0,0,0,0,0,0
RP23-438F16.13,0,0,0,0,0,0
RP23-438F16.14,0,0,0,0,0,0
RP23-438F16.15,0,0,0,0,0,0
RP23-438F16.16,0,0,0,0,0,0
RP23-438F16.17,0,0,0,0,0,0
RP23-438F16.18,0,0,0,0,0,0
RP23-438F16.19,0,0,0,0,0,0
RP23-438F16.2,0,0,0,0,0,0
RP23-438F16.21,0,0,0,0,0,0
RP23-438F16.3,0,1,0,0,0,0
RP23-438F16.4,0,0,0,0,0,0
RP23-438F16.5,0,0,0,0,0,0
RP23-438F16.6,0,0,0,0,0,0
RP23-438F16.7,0,0,0,0,0,0
RP23-438F16.8,0,0,0,0,0,0
RP23-438F16.9,0,0,0,0,0,0
RP23-438J1.7,1,0,0,0,2,0
RP23-438P19.10,0,0,0,0,0,0
RP23-438P19.11,0,7,0,0,0,4
RP23-438P19.12,6,0,0,14,8,1
RP23-438P19.13,0,0,0,0,0,0
RP23-438P19.7,1,0,1,0,0,2
RP23-43M12.2,27,32,18,47,56,50
RP23-440F21.3,0,0,0,0,0,0
RP23-440F7.2,0,0,0,0,0,0
RP23-440F7.5,0,0,0,0,0,0
RP23-440I21.3,402,378,471,336,427,371
RP23-440L7.5,68,64,62,61,76,58
RP23-440N1.2,0,0,0,0,0,0
RP23-440N1.4,0,0,0,0,0,0
RP23-440N1.5,0,0,0,0,0,0
RP23-442A13.3,0,0,0,0,0,0
RP23-442A13.4,0,0,0,0,0,0
RP23-442M18.4,0,0,0,0,0,0
RP23-442M18.5,0,0,0,0,0,0
RP23-442M18.6,0,0,0,0,0,0
RP23-442M18.7,0,0,0,0,0,0
RP23-442M18.8,0,0,0,0,0,0
RP23-442N6.1,0,0,0,0,0,0
RP23-442O9.1,0,0,0,0,0,0
RP23-443B9.3,0,0,1,0,0,0
RP23-443L2.1,1,0,0,0,0,0
RP23-443L2.4,0,0,0,0,0,0
RP23-444E13.1,0,0,0,0,0,0
RP23-444K20.4,18,12,9,17,15,32
RP23-444K20.5,0,0,0,0,0,0
RP23-445H9.1,0,0,0,0,0,0
RP23-447C2.2,113,119,138,103,128,125
RP23-447F22.4,0,0,0,0,0,0
RP23-447G14.1,0,0,0,0,0,0
RP23-447K10.1,0,0,0,0,0,0
RP23-449K22.2,0,0,0,0,0,0
RP23-449N15.1,0,0,0,0,0,0
RP23-44C21.2,1,0,0,0,0,0
RP23-451B4.1,0,0,2,0,0,0
RP23-451B4.2,0,0,0,0,0,0
RP23-451F18.1,0,0,0,0,0,0
RP23-451H6.2,0,0,0,0,0,0
RP23-451H6.3,0,0,0,0,0,0
RP23-451J19.1,0,0,0,0,0,0
RP23-451J19.2,0,0,0,0,0,0
RP23-453B15.4,0,0,0,0,0,0
RP23-453B15.7,168,147,175,113,137,141
RP23-453B15.8,0,0,0,0,0,0
RP23-453B4.3,0,0,0,0,0,0
RP23-454I20.1,11,8,6,15,11,13
RP23-454I20.4,0,0,0,0,0,0
RP23-455D21.1,0,0,0,0,0,0
RP23-455H16.3,0,0,0,0,0,0
RP23-455H16.4,0,0,0,0,0,0
RP23-455H16.5,0,0,0,0,0,0
RP23-455H16.6,0,0,0,0,0,0
RP23-455M6.1,0,0,0,0,0,0
RP23-456K21.1,113,119,112,59,73,79
RP23-456L15.3,1,0,2,5,3,1
RP23-456L15.4,0,0,0,0,0,0
RP23-459B19.1,0,0,0,0,0,0
RP23-461E22.3,0,0,0,0,0,0
RP23-462B19.2,0,0,0,0,0,0
RP23-462F16.1,0,0,0,0,0,0
RP23-463P4.1,0,0,0,0,0,0
RP23-463P4.2,36,33,30,28,47,38
RP23-463P4.3,0,0,0,0,0,0
RP23-464F18.1,0,0,0,0,0,0
